start,end,text
13558.34,13560.5, We have no DNA.
13560.5,13562.78, Nobody knows where he went.
13562.78,13564.74, So they don't know where he's buried.
13565.78,13569.78," Okay, Genghis Khan said, let my body go."
13569.78,13571.74, Let my nation live.
13571.74,13575.42, And he chose to be buried in an unmarked grave.
13575.42,13577.86, And the Mongols believe very strongly
13577.86,13579.98, it should always be that way.
13579.98,13583.1, Most of the Khans who followed him were also buried
13583.1,13584.38, in a similar way.
13584.38,13585.66," The Chinese emperors, you know,"
13585.66,13588.26," were buried in very elaborate tombs,"
13588.26,13590.3, but not the Yuan dynasty.
13590.300000000001,13591.460000000001, No.
13591.460000000001,13595.94, And so Kubla Khan was buried back with his grandfather
13595.94,13598.1, in an anonymous grave.
13598.1,13600.380000000001," And not everyone, like Goik died"
13600.380000000001,13602.02, when he was on campaign towards Russia.
13602.02,13604.660000000002, He was buried out there.
13604.660000000002,13608.740000000002," I think his father, Kutai, was also buried out there."
13608.740000000002,13610.140000000001, That was more their homeland.
13610.140000000001,13613.94, But many of them were buried with him.
13613.94,13614.78, And
13614.78,13619.78," it's known and not known at the same time, you know."
13625.42,13627.94," It's officially, you should not know it."
13627.94,13629.060000000001, You cannot know it.
13629.980000000001,13631.62, It should never be disturbed.
13631.62,13633.5, He should never be disturbed.
13633.5,13636.060000000001, We're not gonna have a tour group coming in.
13636.060000000001,13639.18," But you're saying like the people of Mongolia,"
13639.18,13640.300000000001, they have a sense.
13640.300000000001,13642.7," They believe he's in a certain place, yes."
13642.7,13644.62, And they believe they know where the place is.
13645.5,13646.380000000001, It's sacred.
13646.380000000001,13648.5," You can do nothing, nothing."
13649.62,13651.1, Just leave it as it is.
13651.1,13656.1," That's no roads, no buildings, no killing of animals,"
13656.220000000001,13657.740000000002, no chopping of trees.
13657.740000000002,13659.86, Nothing can be done.
13659.86,13664.86, It's a holy land dedicated to him and his family.
13665.140000000001,13667.86," It's pretty amazing, unmarked grave."
13667.86,13669.34, Yes.
13669.34,13672.7," For the greatest conqueror in the history of humanity,"
13674.94,13676.1," for good and for bad,"
13676.1,13677.660000000002," the most impactful,"
13677.660000000002,13679.740000000002, one of the most impactful humans in history.
13679.740000000002,13680.58, Yes.
13680.58,13682.54," I believe in his thing about let my nation live,"
13682.54,13684.220000000001," let my body go, let my nation."
13684.220000000001,13685.5," And I say to people, what,"
13685.5,13687.02," they ask me, well, what did he look like?"
13687.02,13688.740000000002," And I say, well, that portrait was painted"
13688.740000000002,13691.34, 50 years later by somebody who never saw him.
13691.34,13693.460000000001," And actually, if you look at the portrait"
13693.460000000001,13695.380000000001," of Kubla Khan and Genghis Khan,"
13695.380000000001,13698.660000000002, they look alike except one's old and one's younger.
13698.660000000002,13702.7," And I think that's because Kubla was trying to establish,"
13702.7,13706.300000000001," he wanted to establish his legitimacy as a real Mongol,"
13706.300000000001,13707.140000000001," that they looked alike,"
13707.140000000001,13708.740000000002, but his grandfather said he didn't.
13708.740000000002,13712.54, And then Okode Khan and Mung Khan looked different.
13712.54,13713.380000000001, They looked different.
13713.380000000001,13714.460000000001," So there was nothing,"
13714.460000000001,13716.380000000001," but I say, if you want to see the face of Genghis Khan,"
13716.380000000001,13717.66," walk in any gear in Mongolia,"
13717.66,13718.900000000001," the first child you see,"
13718.900000000001,13720.62, that's the face of Genghis Khan.
13720.62,13721.58, It's his nation.
13721.58,13723.42, He created that nation.
13723.42,13725.140000000001, That's his face.
13725.140000000001,13727.140000000001," Does that make you sad that he,"
13727.14,13732.14," that there's no, you know, from his time,"
13733.859999999999,13736.14," capturing of his image,"
13736.14,13740.779999999999, that he really made himself sort of disappear into the land?
13740.779999999999,13742.22, Does that make you sad?
13742.22,13744.5," No, not at all."
13744.5,13748.099999999999," No, because he's everywhere."
13748.099999999999,13750.3," You know, when you have these clans"
13750.3,13752.14, that are still operating in Afghanistan
13752.14,13755.539999999999," and the Russians are still using the Yam system,"
13757.26,13758.779999999999, there are many aspects of him
13758.779999999999,13761.099999999999, that are out there in the world.
13761.099999999999,13764.5," And I think there, I find personally inspiration"
13764.5,13767.099999999999, the same way that Thomas Jefferson did.
13767.099999999999,13769.9, He found so much inspiration in the life of Genghis Khan
13769.9,13772.66, and the books of Genghis Khan that you can still read.
13772.66,13774.859999999999," He gave copy, he bought so many copies"
13774.859999999999,13776.699999999999," and gave to the Library of Congress,"
13776.699999999999,13779.74," to the Library of Virginia, the University of Virginia,"
13779.74,13783.38," and to his granddaughter, you know."
13783.380000000001,13787.94, These ideas live on and we still have not fulfilled them.
13787.94,13789.900000000001, We do not have religious freedom.
13789.900000000001,13792.420000000002, We do not have the protections for women.
13792.420000000002,13795.660000000002, We do not have the protections for envoys and ambassadors.
13796.900000000001,13798.980000000001, The ideas live on and the rulers
13798.980000000001,13801.300000000001, do not live as the common people.
13801.300000000001,13804.02," They eat the same food, wear the same clothes,"
13804.02,13807.54," sleep in the same, not a bed in his case,"
13807.54,13812.54, but sleep in the same situation and simple home.
13812.62,13814.1, No.
13814.1,13818.62, They have tremendous respect for leaders that live
13819.900000000001,13823.62, just as the people who they lead.
13823.62,13824.660000000002, Yes.
13824.660000000002,13826.660000000002," It's, yeah, mostly not done."
13827.62,13831.140000000001," But when it is, they have just infinite respect for that."
13831.140000000001,13832.5, That is the way.
13832.5,13836.7, What lessons can we learn from Genghis Khan
13836.7,13838.26, that apply to the modern world?
13838.26,13840.5," You've already said, religious freedom,"
13840.5,13842.26, some of these ideas.
13842.98,13844.86," His policy ideas, I think, are important."
13844.86,13848.82," We can still learn from that about protection of diplomats,"
13848.82,13851.94," not buying and selling women, not kidnapping women,"
13851.94,13856.02, and having religious freedom of individuals.
13856.02,13858.42," But also, he had interesting things."
13858.42,13862.62," He had tax-free status for all religions,"
13862.62,13865.22," all physicians, and all teachers."
13865.22,13867.5, They didn't pay taxes in his empire.
13868.5,13873.38," As a former teacher, I embraced that idea"
13873.38,13875.86, out of pure greed and self-interest.
13875.86,13878.9," But it's not, to me, the idea of saving the money."
13878.9,13881.58, It's the idea of focusing on that
13881.58,13883.9, as something important for the society.
13883.9,13887.86," He didn't say tax-free for any other category of people,"
13887.86,13890.42," as I recall, just for those."
13890.42,13893.14," And he's highlighting the health of the people,"
13893.14,13894.42," the education of the people,"
13894.42,13896.94," and the spirit of the people, the spiritual."
13897.060000000001,13898.380000000001, That's very important.
13898.380000000001,13902.060000000001, That's a profound approach to life.
13903.42,13904.62," So these are policies,"
13904.62,13906.9," and I'm not advocating so much to policies,"
13906.9,13909.02, but I think some of the general principles
13909.02,13913.060000000001, of being willing to learn from our mistakes.
13913.060000000001,13915.74," Admit your mistake to yourself,"
13915.74,13918.1," correct it, and go on with your life."
13919.94,13921.94," All of us say it's important,"
13921.94,13924.34," but we don't do it, for the most part."
13924.34,13928.54, We don't learn from our failures as much as we think.
13928.54,13932.26," The other idea of promoting people on ability,"
13933.26,13936.94," I think that's certainly an idea that is very valuable,"
13936.94,13939.06, not in the simple way of meritocracy
13939.06,13940.14," that we've done it with,"
13940.14,13941.7," oh, if you pass the exam with this score,"
13941.7,13943.02," you get this or that,"
13943.02,13946.5, but really evaluating people and their ability.
13946.5,13950.42," I think it's a very good thing, not the only thing,"
13950.42,13952.460000000001, but I think it's very important.
13952.460000000001,13954.14," And even though he failed in the end,"
13954.939999999999,13958.34," and he turned power over to his sons and his family,"
13958.34,13961.66," it's a principle that he lived by most of his life,"
13961.66,13964.26, and we can learn from that principle.
13965.099999999999,13967.42, The other thing I think is just his global
13968.539999999999,13971.22," feel for the world, his global understanding."
13971.22,13975.14," Here was a man who had had no education in any formal sense,"
13975.14,13978.3, and he had this sense that the world should be united.
13978.3,13981.539999999999, We should have things that unite all people.
13981.539999999999,13982.98," Everybody should have their own law,"
13982.98,13986.22, but there should be a higher law of heaven
13986.22,13987.46, that governs people.
13988.34,13990.02," And this later was translated,"
13990.02,13991.38," everybody should have their own language,"
13991.38,13994.38, but they all write the same alphabet by Kublai Khan.
13994.38,13995.22, It didn't work.
13995.22,13999.06," Or his idea, he tried to impose the use of paper currency"
13999.06,14004.06," in Iran, the Persian Ilkhanate, Chinese paper money."
14004.1,14005.1, It didn't work.
14005.1,14007.06, The people there weren't used to it.
14007.06,14011.46," But all this international spirit of their empire,"
14011.500000000002,14014.02," I think that we need today,"
14014.02,14017.18," we talk about, oh, globalization, we're all connected."
14017.18,14018.740000000002, It's just incredible.
14018.740000000002,14022.02, And we're more provincial than ever.
14022.02,14023.7," We are just so provincial,"
14023.7,14026.500000000002, and sometimes we use all this technology
14026.500000000002,14029.62, to help preserve our provincialism.
14029.62,14032.02, And we can't think in global terms.
14032.02,14033.900000000001, We can't think about the world.
14033.900000000001,14038.86, It's just amazing to me how narrow-minded we are.
14038.900000000001,14043.54, I also saw the Mongol proverb
14043.54,14045.62," of if you're afraid, don't do it."
14045.62,14048.02," If you do it, don't be afraid."
14048.02,14051.34, That you especially celebrate.
14051.34,14052.980000000001," I mean, there is something to that."
14054.380000000001,14058.62," In many ways, Jengis Khan is a representation"
14058.62,14063.62," of a person, like of a self-made man,"
14064.62,14066.220000000001, that person from nothing.
14067.220000000001,14070.62, Willed an entire empire into existence.
14070.62,14074.820000000002," Yes, and everything against him that you can think of."
14074.820000000002,14076.220000000001," Your own family deserting you,"
14076.220000000001,14079.740000000002," your father dying at an early age,"
14079.740000000002,14081.420000000002, all these things like that.
14081.420000000002,14084.54," But as Jamukha said, he had a good mother"
14084.54,14085.78, and he had a good wife.
14088.300000000001,14091.02, And there were many crucial points
14091.02,14094.220000000001, at which it was either his mother or his wife
14095.220000000001,14098.7, who made the deciding point.
14098.7,14101.220000000001," His wife, Burshta, was the one who caused"
14101.220000000001,14105.220000000001, the first break with Jamukha to go away.
14105.220000000001,14109.220000000001," Later on, when the shamans had become too powerful"
14109.220000000001,14111.820000000002," and they had humiliated his younger brother,"
14111.820000000002,14114.62, she was the one who said he had to clamp down
14114.62,14119.62, on the shamans who were exercising too much power.
14119.820000000002,14122.820000000002, And she guided him a lot.
14123.38,14126.1, It cannot be understated how important
14127.18,14131.26, critical women are in the story of the Mongol Empire.
14131.26,14132.1, It's fascinating.
14132.1,14134.619999999999," Yes, and sometimes we could say"
14134.619999999999,14135.66, they're not behind the scenes
14135.66,14137.22, because they're always out front.
14137.22,14139.46," In the Mongol court, they always sat up front."
14139.46,14140.42, They were always out front.
14140.42,14143.94," And this horrified the Chinese,"
14143.94,14147.1," who were very good Confucius, it horrified the Muslims."
14147.1,14148.94, It horrified the Christians.
14149.94,14150.78, They didn't know what to do.
14150.78,14152.980000000001, They said the women even drink in public.
14154.26,14156.02," Okay, yeah, they drink in public."
14159.86,14161.140000000001," So sometimes it was like that,"
14161.140000000001,14163.26," but other times, as with Dorjin,"
14163.26,14164.62, she's actually the ruler.
14164.62,14166.78," Or the case of his daughters,"
14166.78,14171.300000000001," such as al-Qaibaiq, who ruled over a part of Northern China"
14171.300000000001,14173.060000000001," called the Angut people,"
14173.060000000001,14175.54, and the other daughters who ruled over different...
14175.54,14177.380000000001, They ruled in their own names.
14177.380000000001,14178.900000000001, And he's very...
14178.900000000001,14181.740000000002, This is something about the secret history that upset me.
14181.740000000002,14182.980000000001, I get to chapter...
14182.980000000001,14184.740000000002, All the sections are numbered.
14184.740000000002,14188.220000000001," I get to chapter or number, section 215,"
14189.140000000001,14191.7, and there's only half a sentence left.
14191.7,14194.18," In 214, he's just awarded a girl."
14194.18,14196.300000000001," He calls his daughter, so she's probably a clan daughter,"
14196.300000000001,14199.220000000001, but she lives with his mother at this point.
14200.500000000002,14204.34," His youngest son, Tolo, is only four years old."
14204.34,14207.26," Tatar comes and Mother Erlum gives him food,"
14207.26,14208.74, because you feed everybody.
14208.74,14211.06," He realizes this is the mother of Chinggis Khan,"
14211.06,14213.1, and that's the child of Chinggis Khan.
14213.1,14215.74," He grabs him up and kidnaps him and runs out,"
14215.74,14217.300000000001," and he's holding the child in one hand,"
14217.300000000001,14219.7, and he's pulling out a knife with another hand.
14219.7,14222.94," Altani raced out, and she grabbed his arm"
14222.94,14224.34, and held it down.
14224.34,14229.34," And two men, Jebin Jin, they were back behind the gear,"
14229.42,14231.300000000001," slaughtering an ox with an ax,"
14231.300000000001,14234.06, because you have to do it in the shade behind the gear.
14234.06,14235.5, You don't do it in the light.
14235.5,14236.98, And so they were back there doing that.
14236.98,14240.18," And so they raced out with an ax, and they killed the man."
14240.18,14243.02, And so then Chinggis Khan was awarding everybody
14243.02,14244.26, for all their great deeds.
14244.26,14247.66," And Jebin, they wanted to be rewarded"
14247.66,14249.539999999999, for saving the life of Tolo.
14250.58,14253.14," He said, no, you killed the Tatar."
14253.14,14255.779999999999, Altani saved his life because she held the hand
14255.779999999999,14260.14, that had the knife until you got there to kill him.
14260.14,14262.98," She saved it, and now we reward her."
14262.98,14265.58, So he's finished that story in 2.14.
14265.58,14266.9," He gets to 2.15, he says,"
14266.9,14269.38, now let us reward our daughters.
14270.38,14272.34," It's actually only a phrase of,"
14272.34,14275.86," I said it's a complete sentence, but it's not quite complete."
14275.86,14278.62," The rest is gone, cut out."
14280.46,14281.34, It's missing.
14282.62,14284.5," And I was just so,"
14284.5,14286.66, and I looked at all these different translations
14286.66,14288.02," of how to different language,"
14288.02,14291.7," and most often they translated it as,"
14291.7,14294.9, and now let us marry our daughters.
14296.42,14298.02," Oh no, oh no."
14298.02,14301.38, He was very clear in his wedding speeches to his daughters.
14301.38,14304.26, I give these people to you to rule.
14305.42,14307.06, You have three husbands.
14307.9,14312.42," You have your honor, you have your nation,"
14312.42,14315.02, and you have the man that I give to you.
14315.02,14319.46, But the man I give to you goes in the army with me
14319.46,14320.7, and brings his soldiers.
14320.7,14321.539999999999, Genius.
14321.539999999999,14322.38, You stay here and rule the people.
14322.38,14323.78, Brilliant.
14323.78,14325.38," The Chinese, when they arrived in the court"
14326.18,14327.26, they didn't know what to think.
14327.26,14330.220000000001, There she is ruling this area of the Angut people.
14330.220000000001,14331.94," And they said, well, she can read and write,"
14331.94,14333.54," and she's a supreme judge,"
14333.54,14335.86, and she doesn't allow any death sentence
14335.86,14337.26, without her permission.
14339.78,14342.34, But they didn't say which languages she could read and write.
14342.34,14344.62, That has really puzzled me a lot.
14344.62,14346.1, So you're saying the secret history
14346.1,14349.580000000002, as we have gotten access to
14349.580000000002,14354.580000000002," has been edited to remove the significance of women,"
14354.78,14357.62, even though they're still there.
14357.62,14358.62, In that case.
14358.62,14360.5," I mean, other cases with his mother,"
14360.5,14361.86, they did not and all.
14361.86,14363.06," But I think in that case,"
14363.06,14367.3, because what happened is most of these women
14367.3,14370.82, had few offsprings because their husband was gone to war.
14370.82,14373.42," And Altani, of course, she married several times,"
14373.42,14377.26," sometimes the sons of the last one, you know."
14377.26,14379.02, But they were going off to war
14379.02,14380.9, and they weren't reproducing very well.
14380.9,14383.539999999999," Only one, Tsetsekin, who was ruling in Siberia,"
14384.460000000001,14388.060000000001, she was the one who had a whole bunch of daughters.
14388.060000000001,14389.300000000001, They wouldn't be going off to war.
14389.300000000001,14391.740000000002, And so they actually spread out through the empire
14391.740000000002,14393.820000000002," and did a lot of, had a lot of power later."
14393.820000000002,14398.220000000001," But what happened was the area for al-Qaibbaq,"
14398.220000000001,14402.460000000001," for example, was then taken over by Kublai Khan."
14402.460000000001,14405.26," And then the areas, all the Turkey areas one by one"
14405.26,14410.26," were taken over by their nephews as they died out,"
14410.380000000001,14411.94, not in their own lifetime.
14411.980000000001,14413.66, They didn't kill the women off.
14413.66,14418.220000000001," But as they died out, the men took it over."
14418.220000000001,14420.140000000001, And so then they just wanted to kind of erase it.
14420.140000000001,14422.1," It's like, no, Northern China,"
14422.1,14424.26," even though it was ruled by Tsorakhtani,"
14424.26,14426.26, it always was Mongol.
14426.26,14428.62, She was ruling because her husband was Mongol
14428.62,14429.86," and her sons were Mongol,"
14429.86,14432.060000000001, therefore they had the right to rule it.
14432.060000000001,14434.34, So they cut out the women for those reasons.
14434.34,14438.1, I think anytime it threatened the power of a particular man.
14438.1,14439.34, Then there were other little things
14439.34,14440.94, that are added in there.
14440.94,14442.34, Sometimes you can find a phrase
14442.34,14446.74, and it's like that phrase was not in the original.
14446.74,14448.220000000001, Yeah.
14448.220000000001,14450.34," In studying human history,"
14450.34,14453.1, what have you learned about human nature
14453.1,14455.980000000001, and just the trajectory of humanity
14455.980000000001,14459.18, throughout the past several millennia?
14459.18,14463.060000000001," I tend to have a certain love for individuals and persons,"
14463.060000000001,14465.86," but not a love for people in general,"
14465.86,14468.54, and especially not for institutions.
14468.54,14472.54, I tend to have a great suspicion
14472.54,14473.980000000001, about almost everything
14473.980000000001,14477.62, and mistrust in institutions over and over.
14477.62,14480.140000000001, And I think that's my own prejudice.
14480.140000000001,14483.1, And then I find reasons to support that.
14483.1,14484.820000000002, And Chinggis Khan was very good
14484.820000000002,14488.26, at destroying a lot of institutions
14488.26,14491.94, or bringing them to heel within his empire.
14491.94,14493.980000000001, So then I like that and I stress that
14493.980000000001,14495.740000000002, and I see those things.
14497.140000000001,14498.02," I think that's one thing,"
14498.02,14502.060000000001, but other things that I learned from the Mongol people
14502.060000000001,14504.74," in general, not just about their history and all,"
14504.74,14506.7, but how it's possible to live
14506.7,14509.220000000001, for thousands of years in a place
14509.220000000001,14513.02, that for many people is not the most beautiful in the world.
14513.02,14514.5, It's austere.
14514.5,14518.02, You have a band of mountains and with some trees
14518.02,14519.62, and then big band of steppe
14519.62,14523.54," and then a big band of sand, gravel desert, the Gobi."
14523.54,14525.78," And for many people, it's not appealing."
14525.78,14526.62, It's just open.
14526.62,14528.060000000001, There's too much space.
14528.060000000001,14529.94," It's like, we need to build something over here."
14529.94,14531.94," Boy, you could have a condo right there."
14531.94,14532.820000000002, We could have a building.
14532.820000000002,14533.900000000001, We could sell them off.
14535.900000000001,14537.980000000001, They haven't given into that.
14537.980000000001,14540.220000000001, They really value their country.
14540.220000000001,14542.34, They protect their country.
14542.34,14546.220000000001, Even now only 1% is privately owned.
14546.220000000001,14547.220000000001, They keep it down.
14547.220000000001,14549.78," And in Mongolian records,"
14549.78,14552.02, farm and city count as one category
14552.02,14554.54, because it's settled people.
14554.54,14555.380000000001, It doesn't matter.
14555.980000000001,14556.820000000002," You settle on a farm, you settle in a city."
14556.820000000002,14559.060000000001," Settled people, one category."
14559.060000000001,14563.54, And they lived there in this land
14564.820000000002,14567.220000000001, that Chinggis Khan would return to and love.
14568.420000000002,14569.980000000001," If he returned to the capital city,"
14569.980000000001,14571.500000000002, he would not know where he was.
14571.500000000002,14572.78, He would have no idea.
14572.78,14574.1," And all the people would just say,"
14574.1,14575.140000000001, I'll be Mongolian.
14575.140000000001,14576.18, I'm Mongolian.
14576.18,14577.02," Yeah, I'm Mongol."
14577.02,14577.980000000001, I have the hat.
14577.980000000001,14579.980000000001, I have the bell buckle.
14579.980000000001,14582.94, I have all the tail that's all embroidered.
14582.94,14584.34," Yeah, I'm Mongol."
14584.34,14587.62," And Chinggis Khan would say, where's your horse?"
14587.62,14589.18," Oh, keep it in the countryside."
14590.22,14593.78," But he wouldn't recognize the city,"
14593.78,14596.78," but it's still his country, his people."
14596.78,14599.42," They worship him in a literal sense,"
14599.42,14603.34," not the way we would worship God asking for favors,"
14603.34,14606.460000000001, but in the sense of worshiping him with praise.
14606.460000000001,14609.34, They have so many songs to praise him.
14609.34,14611.34, And about half of the hip hop in the country
14611.34,14612.86, is in praise of Chinggis Khan.
14613.58,14615.900000000001," You know, it's something we can't understand"
14615.900000000001,14619.220000000001," because when we pray, we're usually saying,"
14619.220000000001,14621.02," oh, thank you God for this and that and the other,"
14621.02,14622.460000000001, and you're so wonderful and I love you.
14622.460000000001,14624.060000000001," So would you please give me,"
14624.060000000001,14625.18," and would you please do this,"
14625.18,14627.86, and would you please stop this pain in my knee?
14627.86,14630.18, We're asking for things all over the place.
14630.18,14632.460000000001," But Chinggis Khan, no, no."
14632.460000000001,14634.220000000001, No one ever asks for anything.
14634.220000000001,14636.220000000001, They just honor him.
14636.220000000001,14639.26, They just praise him and honor him.
14639.300000000001,14643.06," If I wanted to visit Mongolia, what would you recommend?"
14643.06,14645.06, What's the right way?
14645.06,14646.62," Well, start with my home."
14646.62,14647.460000000001, Let's start there.
14647.460000000001,14648.300000000001, You come over there.
14648.300000000001,14650.58, It's a nice valley.
14650.58,14652.42," I mean, I have a nice valley there."
14656.1,14658.86, I think almost any direction you go outside of the city
14658.86,14661.06, is going to be interesting.
14661.06,14664.74, It kind of depends a little bit on your purpose.
14664.74,14666.54, Most people go south to the Gobi
14666.54,14668.06, and they do a loop to the Gobi
14668.06,14669.74," and around to Karakorum,"
14669.74,14673.18," Hachor in the old capital from Agudahan,"
14673.18,14675.42, but it was abandoned by Kublai Khan.
14675.42,14677.18, And then they circle back to the city
14677.18,14682.18," and they may stop off to see what we call Preshwalski,"
14682.18,14686.42," the wild horse, but they call Kach Taki to see the Taki,"
14686.42,14689.18," or they may go up to Hufskul Lake,"
14689.18,14692.74," a big beautiful lake, somewhat like Baikal, but much smaller."
14692.74,14695.14, So that's a beautiful trip.
14695.14,14697.1, If you want to see the more Turkic area
14697.1,14698.82," where they hunt with eagles,"
14698.82,14702.18, the far west is where the Kazakh people live.
14702.18,14705.74, And the mountains are absolutely incredibly beautiful.
14705.74,14709.98," Most mountains in Mongolia are gentle, beautiful, but gentle."
14709.98,14712.74," The farther west you go, the more dramatic they become,"
14712.74,14716.26, the more pointed and peaked and snow covered.
14716.26,14718.74," Then if you go to the eastern Mongolia,"
14718.74,14721.140000000001, it tends to be very flat.
14721.140000000001,14724.1," There are massive, massive flocks of cranes"
14724.1,14725.54, that come in every year.
14725.54,14727.62, Millions and millions of cranes.
14727.62,14731.740000000002, There are also tundra swans that come in and golden ducks
14731.740000000002,14735.86, and all kinds of beautiful birds out there.
14735.86,14738.660000000002, And so each area has something special.
14738.660000000002,14742.060000000001," If you want particularly the history of Chinggis Khan,"
14742.060000000001,14745.820000000002," the Mongolians love him, they worship him,"
14745.820000000002,14748.7, but they don't do too much to capitalize
14748.7,14752.1," on his home area, the Hinti."
14752.1,14753.7, You can go to the Hinti.
14753.7,14755.18," There are areas you cannot go to,"
14755.18,14757.62," large, large areas, it's forbidden."
14757.62,14760.54," But you can go, but they don't capitalize like,"
14760.54,14761.740000000002, this is the place.
14761.740000000002,14766.060000000001," No, they go there themselves out of respect."
14768.1,14772.900000000001," But the only one place they built this statue of him,"
14772.900000000001,14776.380000000001," which is the largest equestrian statue in the world,"
14776.380000000001,14779.1," but it's the place where they say he found his whip,"
14780.060000000001,14782.460000000001, which is when he was coming back
14782.460000000001,14786.380000000001, from being at the camp of asking Orgal Khan
14786.380000000001,14789.18, or Torgal Khan or Wang Khan to support him.
14789.18,14791.580000000002, And he's coming back to his family.
14791.580000000002,14793.820000000002," And on the way, he supposedly found a whip there,"
14793.820000000002,14796.94, which is just a small stick with a couple of strands
14796.94,14800.1, of rawhide at the end of it that's used.
14800.1,14802.900000000001," But for the Mongolians, it's a symbolic thing"
14802.900000000001,14805.34, because obviously it's used for the horse.
14805.34,14808.380000000001," But for the Mongols, your destiny,"
14809.34,14814.34," yourself is your himor, your wind horse"
14814.62,14816.380000000001, that lives inside of you.
14816.380000000001,14820.54, Your wind horse that guides you and gives you opportunities.
14820.54,14824.7, But it's up to you to ride that wind horse.
14824.7,14827.220000000001," It's up to you to use the wind horse,"
14827.220000000001,14829.580000000002, not to just go wild with the wind horse.
14829.580000000002,14834.02," And so I think it's at that crucial moment,"
14834.02,14837.660000000002, he's on his way back home and to go with Jamukha
14837.66,14841.7, and the other soldiers to the market to rescue Birsta.
14841.7,14845.58," And so symbolically, he found a whip there."
14845.58,14849.22, But I think it means that he found the way
14849.22,14852.86," to control his destiny, his fate."
14852.86,14856.34," That's very important, very important."
14856.34,14859.7," And that he did, that was the beginning of everything."
14859.7,14862.18," Yes, and it's symbolized in that statue."
14862.18,14864.06," Some people think that he's holding this stick,"
14864.06,14866.06," that it's a baton or something like that,"
14866.14,14871.14," but no, it's that what they call a whip, to shoot."
14871.34,14873.859999999999, We've talked a lot about the past.
14873.859999999999,14876.18," If we look out into the future,"
14876.18,14881.18," what gives you hope for human civilization, for us humans?"
14882.019999999999,14883.019999999999," Well, almost every day,"
14883.019999999999,14886.019999999999, I'm totally dissatisfied with everything on earth.
14886.019999999999,14890.3," You know, it's just that kind of old man,"
14890.3,14891.74," blah, blah, blah, blah, blah, blah."
14891.74,14893.14, What are they talking about?
14893.14,14894.3," My grandchildren are talking to me,"
14894.300000000001,14896.26, I don't understand a word they say.
14896.26,14897.86," What are they, what?"
14897.86,14899.220000000001, And who are they talking about?
14899.220000000001,14901.980000000001," I never heard of this, you know, it's kind of like that."
14901.980000000001,14903.420000000002, And who's running for office?
14903.420000000002,14906.78," Oh my God, oh my God, you know, it's everything like that."
14906.78,14910.660000000002," But then almost every day, I meet somebody,"
14911.660000000002,14916.460000000001," just one person, you know, who gives you some kind of hope."
14916.460000000001,14919.94," You just see somebody doing something nice and,"
14919.94,14922.060000000001, or they do something nice for you.
14922.06,14925.859999999999," And I do find in Asia that happens a lot, you know,"
14925.859999999999,14930.779999999999, that people just do nice things for old people every day.
14930.779999999999,14935.58, And so then my dissatisfaction
14935.58,14937.42, with all the big things in the world
14937.42,14940.22, and the way my grandchildren talk
14940.22,14943.22," and the way young people are,"
14943.22,14946.66, and then I see something like that.
14946.66,14949.22," And often it's something with the young people,"
14949.22,14950.779999999999, something that the young people do.
14950.78,14955.220000000001," And in an Asian, they're always bringing me things."
14955.220000000001,14957.26," They bring me dried curds,"
14957.26,14959.5, they bring me strawberries that they picked
14959.5,14961.54," in the forest in the summer,"
14961.54,14966.54," or they bring the pine nuts that they found,"
14966.78,14971.54," or they bring me the milk in various forms, or yogurt."
14971.54,14973.900000000001," Oh yeah, everybody thinks, you got to eat the yogurt."
14973.900000000001,14975.26, This is from my grandmother
14975.26,14978.54, and all the other yogurt in the world is not good.
14978.7,14982.140000000001," My grandmother, she knows how to make the best yogurt ever."
14983.5,14986.54," And so over and over and over,"
14986.54,14991.060000000001," I find despite my all intentions to be in a bad mood,"
14992.820000000002,14996.42, somebody spoils you with these little nice acts
14996.42,15000.140000000001," that are really very touching, very touching."
15000.140000000001,15001.02," Yeah, and it reminds you"
15001.02,15002.78, that there's that little flame of goodness
15002.78,15004.820000000002, that burns in everybody.
15004.820000000002,15007.78, I believe that that on the whole
15007.78,15012.220000000001," will keep humanity flourishing,"
15012.220000000001,15016.26, keep evolving and changing towards something better
15016.26,15017.5, with every generation.
15017.5,15018.34, Yes.
15020.54,15023.02, The people in Mongolia take such good care of me
15023.02,15025.18," all the time, all the time."
15025.18,15028.34," And I think my wife had MS,"
15028.34,15030.140000000001," I've talked about this before sometimes,"
15030.140000000001,15033.060000000001," she had MS and slowly declined for many years,"
15033.060000000001,15035.54," becoming paralyzed, not able to speak,"
15035.580000000002,15038.78, not able to control her movements or anything.
15039.7,15043.300000000001, And we lived half the year still in Mongolia.
15043.300000000001,15045.5, Part of it was because the climate and the altitude
15045.5,15048.300000000001, were better for her situation.
15048.300000000001,15051.5," It was very helpful for her, but also the people."
15051.5,15055.060000000001," There was a poor country, the sidewalks are broken,"
15055.060000000001,15057.34, everything's not working.
15057.34,15059.26, But I would go out with her in a wheelchair alone
15059.26,15060.94," and I knew that every bump,"
15061.94,15065.460000000001," some arm would pick her up, pick up the wheelchair"
15065.460000000001,15068.460000000001, and lift her over that and not make me do it.
15068.460000000001,15070.060000000001, We could go to the opera and you had to go up
15070.060000000001,15072.9, this magnificent set of Soviet stairs
15072.9,15075.66," to get to the opera, we would go."
15075.66,15076.74, And I had no worries.
15076.74,15079.380000000001," I knew two guys would come from one side,"
